research_id,university,title,authors,publication_year,publication_date,abstract,research_field,tech_category,journal,doi,url,source,publication_period,title_length
PNU-3993,PNU,analysis of the opportunities and costs of energy saving in lightning system of library buildings with the aid of building information modelling and internet of things,Nidhal Ben Khedher; Munawar Abbas; Sami Dhahbi; Adnan Burhan Rajab; Samira Elaissi; Hafedh Mahmoud Zayani; Muhammad Usman Athar; Ilyas Khan,2023,,,scientific,,Journal of Radiation Research and Applied Sciences,10.1016/j.jrras.2025.101763,https://doi.org/10.1016/j.jrras.2025.101763,PNU Open Data,2023,167
PNU-3994,PNU,anomaly detection in 6g networks using machine learning methods,Alaelddin F. Y. Mohammed; Yazan M. Allawi; Eman M. Moneer; Lamia O. Widaa,2023,2025-07-10,"<jats:p>Dynamic Bandwidth Allocation (DBA) techniques enable Time Division Multiplexing Passive Optical Network (TDM-PON) systems to efficiently manage upstream bandwidth by allowing the centralized Optical Line Terminal (OLT) to coordinate resource allocation among distributed Optical Network Units (ONUs). Conventional DBA techniques struggle to adapt to dynamic traffic conditions, resulting in suboptimal performance under varying load scenarios. This work suggests a Collaborative Split Learning-Based DBA (CSL-DBA) framework that utilizes the recently emerging Split Learning (SL) technique between the OLT and ONUs for the objective of optimizing predictive traffic adaptation and reducing communication overhead. Instead of requiring centralized learning at the OLT, the proposed approach decentralizes the process by enabling ONUs to perform local traffic analysis and transmit only model updates to the OLT. This cooperative strategy guarantees rapid responsiveness to fluctuating traffic conditions. We show by extensive simulations spanning several traffic scenarios, including low, fluctuating, and high traffic load conditions, that our proposed CSL-DBA achieves at least 99% traffic prediction accuracy, with minimal inference latency and scalable learning performance, and it reduces communication overhead by approximately 60% compared to traditional federated learning approaches, making it a strong candidate for next-generation 6G-grade TDM-PON systems.</jats:p>",scientific,,Sensors,10.3390/s25144300,https://doi.org/10.3390/s25144300,PNU Open Data,2023,63
PNU-3995,PNU,application of nanotechnology in breast cancer screening under obstetrics and gynecology through the use of cnn and anfis,Maryam Rashid; Warda Sarwar; Shagufta Parveen; Nida Naz; Fatima Rida; Eman Nawaz; Nusrat Shafiq; Dalal Hussien M. Alkhalifah; Wael N. Hozzein; Mohamed Mohany; Aniqa Moveed,2023,,"<jats:p>A library of coumarin and pyrimidine derivatives was prepared by their biological activities, and was subjected to molecular docking for lead screening for anti-diabetic activity.</jats:p>",scientific,,RSC Advances,10.1039/d5ra01835h,https://doi.org/10.1039/d5ra01835h,PNU Open Data,2023,121
PNU-3996,PNU,application of resolution enhancement techniques on medical images,Rania Ali El Hadi Mohamed; Nawal Al‐Hoshani; Ali M. Drar; Moustafa M. S. Bakry; Aly Abdou; Mohamed A. M. Youssef; Mohamed A. Gad,2023,2025-07-10,"<jats:title>ABSTRACT</jats:title><jats:p>One of the main forces for the creation of new insecticidal substances is the growing resistance to traditional chemical pesticides. Researchers are looking at novel pesticide categories with safe and distinctive modes of action to address this dilemma. In this study, lufenuron and nine other synthesized IGRs were tested against <jats:italic>Hypera brunneipennis</jats:italic>, and bioassay data was recorded to evaluate these chemical compounds as insecticidal agents suitable for IPM protocol. The results of bioassay tests indicate that lufenuron has an LC<jats:sub>50</jats:sub> value equal to 37.25 ppm against the fourth instar of the <jats:italic>H. brunneipennis</jats:italic> insect; however, compound <jats:bold>8</jats:bold> has the best insecticidal activity, with an LC<jats:sub>50</jats:sub> value equal to 32.65 ppm, and other synthesized compounds have medium to high toxicological activity. On the other hand, using IGRs against <jats:italic>H. brunneipennis</jats:italic> is more preferred than other traditional chemical insecticides. This fact is crucial when controlling alfalfa pests because of their minimal toxic impact against nontarget organisms and low toxic residual effect. A variety of binding affinities and interaction profiles are shown by molecular docking studies, with residues like TYR121, SER122, and TYR130 playing a major role in important interactions. The chemicals under investigation exhibit significant bindings to the target protein by forming vast hydrogen bond networks with numerous amino acids.</jats:p>",scientific,,Chemistry &amp; Biodiversity,10.1002/cbdv.202500286,https://doi.org/10.1002/cbdv.202500286,PNU Open Data,2023,66
PNU-3997,PNU,blockchain and machine learning inspired secure smart home communication network,Kang Wang; Yao Jiang; Hui Zhang; Shaojun Jia; Qi Wang; Peng Cui; Thamraa AlShahrani; Shengqian Ma,2023,2025-09-01,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    The separation of ethylene (C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>4</jats:sub>
                    ) from mixtures with carbon dioxide (CO
                    <jats:sub>2</jats:sub>
                    ) and acetylene (C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>2</jats:sub>
                    ) is of great industrial importance but remains a critical challenge. Here, we report that a rationally designed flexible metal–organic framework (FMOF), featuring a specifically engineered microporous environment with bifunctionality, can promote the efficient one‐step separation of C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>4</jats:sub>
                    from a ternary mixture. Adsorption isotherms and dynamic breakthrough tests provide experimental evidence confirming the selective adsorption of CO
                    <jats:sub>2</jats:sub>
                    and C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>2</jats:sub>
                    over C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>4</jats:sub>
                    on such a FMOF, as well as its ability to separate C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>4</jats:sub>
                    from a CO
                    <jats:sub>2</jats:sub>
                    /C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>2</jats:sub>
                    /C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>4</jats:sub>
                    ternary mixture. Theoretical calculations and simulations provide critical insights into the flexible adsorption process and the separation mechanism of the FMOF. The bifunctionality incorporated in FMOF provides exceptionally strong binding of CO
                    <jats:sub>2</jats:sub>
                    and C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>2</jats:sub>
                    but inhibition of C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>4</jats:sub>
                    , which, in turn, enables high adsorption selectivity for CO
                    <jats:sub>2</jats:sub>
                    /C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>4</jats:sub>
                    and C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>2</jats:sub>
                    /C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>4</jats:sub>
                    . This FMOF has high potential for industrial applications in the separation of C
                    <jats:sub>2</jats:sub>
                    H
                    <jats:sub>4</jats:sub>
                    from gas mixtures.
                  </jats:p>",scientific,,Angewandte Chemie,10.1002/ange.202508419,https://doi.org/10.1002/ange.202508419,PNU Open Data,2023,80
PNU-3998,PNU,blockchain with quantum mayfly optimization-based clustering scheme for secure and smart transport systems,Nora Hamad Al-Shaalan; Muhammad Usman Khan; Sehar Nadeem; Abida Anwar; Muhammad Ramzan Saeed Ashraf Janjua; Amjad Hussain; Mohammed A. Amin,2023,,"<jats:p> The demand for effective energy storage materials is escalating due to escalating energy production rates. Hydrogen energy is regarded as the money of the future, having uses in sectors including petroleum refining, pharmaceuticals, and aircraft. This study employs dispersion-corrected density functional theory (DFT-D3) simulations to investigate the potential for H<jats:sub>2</jats:sub> molecule storage on Li, Na and K alkali metal-encapsulated Zn[Formula: see text]Se[Formula: see text] nanoclusters. The hydrogen adsorption characteristics of these systems are examined via several parameters, including adsorption energy (−4.50 Kcal/mol for Na-S1), interaction energy (5.48 Kcal/mol for Na-S1), electrical conductivity (1.67 × 10<jats:sup>13</jats:sup> S/cm for Na-S1), and recovery time (1.63 × [Formula: see text] s for Na-S1). The adsorption energy of K-based complexes is maximized (−3.107 Kcal/mol for K-S4) with significant interaction energy (11.981 Kcal/mol for K-S4), suggesting a notable advantageous hydrogen storage method. Lithium-based systems demonstrate lower adsorption energies (−4.761 Kcal/mol for Li-S1) but possess the lowest energy gap (3.557 for Li-S4) among all complexes examined. The sensitivity values for lithium and potassium complexes are positive (0.038 for Li-S1), whereas sodium complexes exhibit negative sensitivity (−0.0007 for Na-S1), suggesting superior sensing performance in lithium and potassium-based nanoclusters. The global reactivity indices indicate the spontaneity of hydrogen adsorption in these nanoclusters, with the most advantageous interaction noted for lithium-encapsulated systems. The findings from noncovalent interaction (NCI) and molecular electrostatic potential (MEP) investigations indicate that hydrogen adsorption mostly transpires via physical interactions, accompanied by notable charge redistribution across all systems. The QTAIM analysis reveals robust electrostatic binding (positive [Formula: see text]2[Formula: see text] values), electron delocalization (ELF &lt; 0.5), and a significant chemical bond (due to elevated all-electron density values). The findings underscore the promise of alkali metal-encapsulated Zn[Formula: see text]Se[Formula: see text] nanoclusters as effective candidates for hydrogen storage and sensing applications, particularly noting that lithium and potassium-based systems demonstrate the highest hydrogen adsorption efficiency. </jats:p>",scientific,,Journal of Computational Biophysics and Chemistry,10.1142/s2737416525500863,https://doi.org/10.1142/s2737416525500863,PNU Open Data,2023,106
PNU-4000,PNU,breast cancer classification through meta-learning ensemble technique using convolution neural networks,Pei-Pin Yang; M. Waqas; Muhammad Ajaz; Wei Xie; Jihane Ben Slimane; Haifa I. Alrebdi; Abd Al Karim Haj Ismail,2023,2025-07-14,,scientific,,The European Physical Journal A,10.1140/epja/s10050-025-01633-2,https://doi.org/10.1140/epja/s10050-025-01633-2,PNU Open Data,2023,103
PNU-4005,PNU,development of hybrid anfis-gan-xgboost models for accurate prediction of material removal rates from pcb-polluted concrete surfaces using laser technology for sustainable energy generation,Mashael D. Alqahtani; Amna M. Farhan; May N. Bin Jumah; Hassan A. Rudayni; Ahmed A. Allam; Mostafa R. Abukhadra,2023,,,scientific,,Photochemical &amp; Photobiological Sciences,10.1007/s43630-025-00758-z,https://doi.org/10.1007/s43630-025-00758-z,PNU Open Data,2023,189
PNU-4007,PNU,dung beetle optimization with deep feature fusion model for lung cancer detection and classification,Ameer M. Taha; Dalal Sulaiman Alshaya; Eman Fayad; Diaa Massoud; Mohamed M. A. Abumandour,2023,,,scientific,,Zoomorphology,10.1007/s00435-025-00737-z,https://doi.org/10.1007/s00435-025-00737-z,PNU Open Data,2023,100
PNU-4008,PNU,effect of thermal radiation on electrically conducting nanofluid with slip conditions and heat source using artificial neural networks,Olamide A. Akintayo; Ghadah M. Al-Senani; Saheed A. Adewinbi; Vusani M. Maphiri; Salhah D. Al-Qahtani; Ncholu Manyala,2023,,,scientific,,Journal of Solid State Electrochemistry,10.1007/s10008-025-06378-y,https://doi.org/10.1007/s10008-025-06378-y,PNU Open Data,2023,134
PNU-4010,PNU,efficient implementation of cancelable face recognition based on elliptic curve cryptography,Mohamed Benghanem; Zubair Ahmad; Mohd. Shkir; Thamraa Alshahrani,2023,,,scientific,,Journal of Sol-Gel Science and Technology,10.1007/s10971-025-06860-z,https://doi.org/10.1007/s10971-025-06860-z,PNU Open Data,2023,92
PNU-4011,PNU,emerging advances in deep learning and computer vision for visual data search and mining in e-commerce,Muhammad Bilal; Muhammad Bilal Riaz; Sanaa Ahmed Bajri; Adil Jhangeer; Hamiden Abd El-Wahed Khalifa; Hijaz Ahmad,2023,2025-07-18,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    Non-Newtonian hybrid nanofluids (NNHNFs) have a wide range of applications. Examples include optimized conveyance of heat, cooling, and maintenance in mechanically operated drug delivery, improved efficacy in microfluidic gadgets, advanced substance manufacturing, and energy-related uses such as energy storage and solar collector systems. For this purpose, the flow of NNHNFs past a porous Riga surface is examined. Two different types of NNHNFs known as SG (second-grade) and Walter’s B (WB) fluids have been considered. Molybdenum dioxide (MoS
                    <jats:sub>2</jats:sub>
                    ) and single-walled carbon nanotube (SWCNT)-nanoparticles (NPs) are used in the base fluid sodium alginate (SA; C
                    <jats:sub>6</jats:sub>
                    H
                    <jats:sub>9</jats:sub>
                    NaO
                    <jats:sub>7</jats:sub>
                    ) to prepare the hybrid nanofluid (HNF). The NNHNF flow is designed in the form of a non-linear system of partial differential equations, which are simplified to the dimensionless form of ordinary differential equations by using similarity transformation and then numerically handled through the BVP4C package. The numerical outcomes of the proposed model are compared with the published literature for validity purpose. The present results reveal higher similarity to the existing study. A stability analysis has also been performed to see which solution is stable in practice. From the graphical outcomes, it can be determined that the fluid temperature declines with the effect of MoS
                    <jats:sub>2</jats:sub>
                    and SWCNT-NPs. Furthermore, with the increase of MoS
                    <jats:sub>2</jats:sub>
                    and SWCNTs NPs in the SA-based HNF, the energy transfer rate enhances from 3.79 to 8.25% (in the case of SG hybrid nanoliquid), whereas in the case of WB HNF the energy transfer rate enhances from 3.88 to 9.86%.
                  </jats:p>",scientific,,Nanotechnology Reviews,10.1515/ntrev-2024-0133,https://doi.org/10.1515/ntrev-2024-0133,PNU Open Data,2023,102
PNU-4012,PNU,enhanced dual convolutional neural network model using explainable artificial intelligence of fault prioritization for industrial 4.0,E. C. Emenike; G. M. Al-Senani; S. D. Al-Qahtani; K. T. Micheal; K. O. Iwuozor; A. U. Egbemhenghe; A. G. Adeniyi,2023,,,scientific,,International Journal of Environmental Science and Technology,10.1007/s13762-025-06652-6,https://doi.org/10.1007/s13762-025-06652-6,PNU Open Data,2023,133
PNU-4014,PNU,"ethical leadership and environmental performance: the role of green it capital, green technology innovation, and technological orientation",M. I. Sayyed; Aljawhara H. Almuqrin; Shoaa M. Al-Balawi; Ali. Hedaya; Mohamed Elsafi,2023,2025-07-23,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    In this study, the efficiency of flexible composites consisting of viscous silicone rubber as matrix and micro- and nanoparticles of Bi
                    <jats:sub>2</jats:sub>
                    O
                    <jats:sub>3</jats:sub>
                    and SnO
                    <jats:sub>2</jats:sub>
                    as fillers was investigated. Four composites with a matrix/filler at 50:50 were prepared. The four samples are the liquid silicone rubber (LSR) materials with micro-Bi
                    <jats:sub>2</jats:sub>
                    O
                    <jats:sub>3</jats:sub>
                    , micro-Bi
                    <jats:sub>2</jats:sub>
                    O
                    <jats:sub>3</jats:sub>
                    , and nano-SnO, nano-Bi
                    <jats:sub>2</jats:sub>
                    O
                    <jats:sub>3</jats:sub>
                    , and nano-SnO, and both nano-Bi
                    <jats:sub>2</jats:sub>
                    O
                    <jats:sub>3</jats:sub>
                    and nano-SnO are labeled as LSR-Micro, LSR-Micro/Nano, LSR-Nano/Micro, and LSR-Nano/Nano, respectively. The morphologies and the homogeny of the nanoparticles and the prepared composites were checked by scanning electron microscopy. The efficiency of shielding characteristics was investigated experimentally by the narrow-beam technique using a lead collimator, different gamma-point sources, and a semiconductor detector. The results showed that at both energies, the composites that contain a combination of micro- and nanoparticles have higher linear attenuation coefficient (LAC) values than the composites with only micro- or nanoparticles. For example, at 0.060 MeV, the LACs are 5.592, 6.391, 6.412, and 6.202 cm
                    <jats:sup>−1</jats:sup>
                    for LSR-Micro, LSR-Micro/Nano, LSR-Nano/Micro, and LSR-Nano/Nano, respectively, while at 0.662 MeV, they are, respectively, 0.185, 0.204, 0.210, and 0.199 cm
                    <jats:sup>−1</jats:sup>
                    . The prepared composites were compared with commercial lead aprons of different thicknesses, and the results demonstrated the efficiency of the prepared flexible composites against gamma radiation, in addition to their lightweight and environmental safety.
                  </jats:p>",scientific,,e-Polymers,10.1515/epoly-2025-0031,https://doi.org/10.1515/epoly-2025-0031,PNU Open Data,2023,138
PNU-4015,PNU,evaluation of mutual information and feature selection for sars-cov-2 respiratory infection,Muhammad Fahad Sardar; May Bin-Jumah; Hassan A. Rudayni; Ahmed A. Allam; Weihua Guo,2023,,,scientific,,Clean Technologies and Environmental Policy,10.1007/s10098-025-03273-y,https://doi.org/10.1007/s10098-025-03273-y,PNU Open Data,2023,91
PNU-4016,PNU,finite-time complete periodic synchronization of memristive neural networks with mixed delays,Reham Samir Hamida; Mohamed Abdelaal Ali; Maha Abdullah Momenah; Mariam Abdulaziz Alkhateeb; Haifa Essa Alfassam; Mashael Mohammed Bin-Meferij,2023,2025-08-12,,scientific,,ACS Omega,10.1021/acsomega.3c10438,https://doi.org/10.1021/acsomega.3c10438,PNU Open Data,2023,93
PNU-4017,PNU,forecasting wind power based on an improved al-biruni earth radius metaheuristic optimization algorithm,H. Allhibi; A. N. Khedr; F. Aljuaydi; A.-B. A. Mohamed,2023,,,scientific,,The European Physical Journal D,10.1140/epjd/s10053-025-01038-2,https://doi.org/10.1140/epjd/s10053-025-01038-2,PNU Open Data,2023,103
PNU-4018,PNU,green hydrogen production ensemble forecasting based on hybrid dynamic optimization algorithm,Nida Muneer; Shabbir Ahmad; Muhammad Sibt-e-Abbas; Muhammad Asif Shehzad; Muhammad Usman; Sadaf Yaqoob; Aisha Umar; Nahaa M. Alotaibi; Artur Banach; Lala Gurbanova; Soumya Ghosh,2023,,,scientific,,European Food Research and Technology,10.1007/s00217-025-04817-8,https://doi.org/10.1007/s00217-025-04817-8,PNU Open Data,2023,93
PNU-4019,PNU,human activity recognition using hybrid coronavirus disease optimization algorithm for internet of medical things,Mamdouh A. Eissa; Modhi O. Alotaibi; Hanan Khalaf Anazi; Suliman Mohammed Suliman Alghanem; Mohamed Qenawy; Zheli Ding; Hailong Wang; Mahmoud El-Sharkawy,2023,,,scientific,,Journal of Soil Science and Plant Nutrition,10.1007/s42729-025-02611-9,https://doi.org/10.1007/s42729-025-02611-9,PNU Open Data,2023,113
PNU-4020,PNU,hybrid majority voting: prediction and classification model for obesity,Gulnoza K. Toshpulatova; Sayfulla G. Boboyev; Muhammad Zafar; Salman Majeed; Ahmed Noureldeen; Motirh Al‐Mutairi; Salman Aloufi; Mohammed Alqurashi; Trobjon Makhkamov; Muhammad Rizwan Khan; Fakhr ul Islam; Jonida Biturku,2023,,"<jats:title>ABSTRACT</jats:title>
                  <jats:p>
                    Soil‐borne pathogens, particularly
                    <jats:italic>Verticillium dahliae</jats:italic>
                    and
                    <jats:italic>Fusarium oxysporum</jats:italic>
                    f. sp.
                    <jats:italic>vasinfectum</jats:italic>
                    (FOV), represent a major constraint to global cotton (
                    <jats:italic>Gossypium</jats:italic>
                    spp.) production by inducing devastating wilt diseases. This study aimed to enhance cotton's resistance to these pathogens through intergenomic hybridization. Utilising elite cultivars (
                    <jats:styled-content style=""fixed-case"">
                      <jats:italic>Gossypium hirsutum</jats:italic>
                    </jats:styled-content>
                    cv. Omad,
                    <jats:styled-content style=""fixed-case"">
                      <jats:italic>G. barbadense</jats:italic>
                    </jats:styled-content>
                    cv. Termez‐31) and the amphidiploid K‐28, wild Gossypium germplasm (
                    <jats:styled-content style=""fixed-case"">
                      <jats:italic>G. thurberi</jats:italic>
                    </jats:styled-content>
                    ,
                    <jats:italic>G. raimondii</jats:italic>
                    ) were introgressed into cultivated cotton to develop tetraploid (4×) and pentaploid (5×) hybrids. Resistance was evaluated through standardised inoculation under both controlled and field conditions (2022–2024). Key findings demonstrated that backcross progenies K‐28 × Omad (O‐117‐125/18 and O‐87‐91/18) exhibited the highest resistance, with total infection rates of 10.5% and severe symptom rates of 2.5%–3.5%, significantly outperforming the control variety C‐4727 (36.8% total infection). Notably, lines SP‐1303 and T‐1379 displayed broad‐spectrum resistance against all five
                    <jats:italic>V. dahliae</jats:italic>
                    races, underscoring the efficacy of wild‐species‐derived resistance genes. The persistence of susceptibility in hybrids carrying the wilt‐prone parent C‐4727 (e.g., O‐132‐141/18: 29.5% infection) highlighted the crucial role of parental genotype selection. C‐4727 is a high‐yielding but Fusarium and Verticillium wilt‐susceptible
                    <jats:styled-content style=""fixed-case"">
                      <jats:italic>G. hirsutum</jats:italic>
                    </jats:styled-content>
                    cultivar, which has been widely used in breeding programs due to its agronomic potential despite its vulnerability to vascular wilt pathogens. Statistical analyses confirmed the dominance and heritability of resistance traits in introgressive lines, with low coefficients of variation (CV), which represent the ratio of the standard deviation to the mean (expressed as a percentage), ranging from 10.2% to 27.8%. This study establishes intergenomic hybridization as an effective breeding strategy for introgressing wilt resistance from wild
                    <jats:italic>Gossypium</jats:italic>
                    species into cultivated cotton. Resistant hybrids, particularly those incorporating the amphidiploid K‐28, offer promising avenues for future breeding programs aimed at improving cotton's resilience against soil‐borne pathogens.
                  </jats:p>",scientific,,Journal of Phytopathology,10.1111/jph.70109,https://doi.org/10.1111/jph.70109,PNU Open Data,2023,71
PNU-4021,PNU,improving solar radiation source efficiency using adaptive dynamic squirrel search optimization algorithm and long short-term memory,Ashish Mani; Ruchi Badola; Maya Kumari; Varun Narayan Mishra; Kgabo Humphrey Thamaga; Fahdah Falah Ben Hasher; Mohamed Zhran,2023,2025-07-07,"<jats:p>The rising demand for freshwater, driven by population growth, economic development, and climate change, necessitates proactive watershed management. This study focuses on prioritizing the watersheds of the Doon Valley in the Indian Himalayan Region (IHR) using geospatial techniques. It involves a detailed morphometric analysis incorporating hydrological and topographical parameters, ranking the watersheds using the compound factor value (CFV), and prioritizing them based on the given CFV. The Doon Valley watersheds exhibit dendritic to parallel drainage patterns and moderate relief. The study identifies the Suswa watershed as the most susceptible, necessitating urgent conservation attempts to mitigate soil erosion and ensure sustainable land use. In contrast, the Song watershed, characterized by steep slopes and high relief, requires targeted management strategies to control rapid runoff and prevent potential flooding. The Asan watershed, with a medium priority classification, also requires intervention to prevent ecological degradation. Prioritization based on the CFV provides a strategic framework for targeted management, offering valuable insights for policymakers and planners. This research supports sustainable watershed management by guiding effective conservation practices and addressing the specific needs of each watershed.</jats:p>",scientific,,Water,10.3390/w17132039,https://doi.org/10.3390/w17132039,PNU Open Data,2023,132
PNU-4022,PNU,innovative composite machine learning approach for biodiesel production in public vehicles,Khadeijah Yahya Faqeih; Mohamed Nejib El Melki; Somayah Moshrif Alamri; Afaf Rafi AlAmri; Maha Abdullah Aldubehi; Eman Rafi Alamery,2023,2025-07-09,"<jats:p>Rapid urbanization and climate change pose significant challenges to air quality in arid metropolitan areas, with critical implications for public health and sustainable development. This study projects the evolution of air pollution in Riyadh, Saudi Arabia, through 2070 using an integrated modeling approach that combines CMIP6 climate projections with localized air quality data. We analyzed daily concentrations of major pollutants (SO2, NO2) across 15 strategically selected monitoring stations representing diverse urban environments, including traffic corridors, residential areas, healthcare facilities, and semi-natural zones. Climate data from two Earth System Models (CNRM-ESM2-1 and MPI-ESM1.2) were bias-corrected and integrated with historical pollution measurements (2000–2015) using hierarchical Bayesian statistical modeling under SSP2-4.5 and SSP5-8.5 emission scenarios. Our results revealed substantial deterioration in air quality, with projected increases of 80–130% for SO2 and 45–55% for NO2 concentrations by 2070 under high-emission scenarios. Spatial analysis demonstrated pronounced pollution gradients, with traffic corridors (Eastern Ring Road, Northern Ring Road, Southern Ring Road) and densely urbanized areas (King Fahad Road, Makkah Road) experiencing the most severe increases, exceeding WHO guidelines by factors of 2–3. Even semi-natural areas showed significant increases in pollution due to regional transport effects. The hierarchical Bayesian framework effectively quantified uncertainties while revealing consistent degradation trends across both climate models, with the MPI-ESM1.2 model showing a greater sensitivity to anthropogenic forcing. Future concentrations are projected to reach up to 70 μg m−3 for SO2 and exceed 100 μg m−3 for NO2 in heavily trafficked areas by 2070, representing 2–3 times the Traffic corridors showed concentration increases of 21–24% compared to historical baselines, with some stations (R5, R13, and R14) recording projected levels above 4.0 ppb for SO2 under the SSP5-8.5 scenario. These findings highlight the urgent need for comprehensive emission reduction strategies, accelerated renewable energy transition, and reformed urban planning approaches in rapidly developing arid cities.</jats:p>",scientific,,Sustainability,10.3390/su17146288,https://doi.org/10.3390/su17146288,PNU Open Data,2023,90
PNU-4023,PNU,"investigating the role of perceived risk, perceived security and perceived trust on smart m-banking application using sem",Pradeep Kumar Badapalli; Anusha Boya Nakkala; Raghu Babu Kottala; Sakram Gugulothu; Fahdah Falah Ben Hasher; Varun Narayan Mishra; Mohamed Zhran,2023,2025-07-12,"<jats:p>Landslides are among the most destructive natural hazards in the Western Ghats region of Kerala, driven by complex interactions between geological, hydrological, and anthropogenic factors. This study aims to generate a high-resolution Landslide Susceptibility Level Map (LSLM) using a machine learning (ML)-based Random Forest (RF) model integrated with Geographic Information Systems (GIS). A total of 231 historical landslide locations obtained from the Bhukosh portal were used as reference data. Eight predictive factors—Stream Order, Drainage Density, Slope, Aspect, Geology, Land Use/Land Cover (LULC), Normalized Difference Vegetation Index (NDVI), and Moisture Stress Index (MSI)—were derived from remote sensing and ancillary datasets, preprocessed, and reclassified for model input. The RF model was trained and validated using a 50:50 split of landslide and non-landslide points, with variable importance values derived to weight each predictive factor of the raster layer in ArcGIS. The resulting Landslide Susceptibility Index (LSI) was reclassified into five susceptibility zones: Very Low, Low, Moderate, High, and Very High. Results indicate that approximately 17.82% of the study area falls under high to very high susceptibility, predominantly in the steep, weathered, and high rainfall zones of the Western Ghats. Validation using Area Under the Curve–Receiver Operating Characteristic (AUC-ROC) analysis yielded an accuracy of 0.890, demonstrating excellent model performance. The output LSM provides valuable spatial insights for planners, disaster managers, and policymakers, enabling targeted mitigation strategies and sustainable land-use planning in landslide-prone regions.</jats:p>",scientific,,Land,10.3390/land14071453,https://doi.org/10.3390/land14071453,PNU Open Data,2023,121
PNU-4025,PNU,kidney segmentation from dynamic contrast-enhanced magnetic resonance imaging integrating deep convolutional neural networks and level set methods,Alia M. Alhaif; Asma I. Aleidi; Doaa A. Ali; Mostafa Ahmed Besheir; Hanan M. Diab; Usama M. Ibrahem,2023,,,scientific,,Education and Information Technologies,10.1007/s10639-025-13635-0,https://doi.org/10.1007/s10639-025-13635-0,PNU Open Data,2023,146
PNU-4026,PNU,low power blockchain in industry 4.0 case study: water management in tunisia,Muhammad Tanveer; Abdullah G. Alharbi; Muhammad Jawad Akhtar,2023,,,scientific,,Peer-to-Peer Networking and Applications,10.1007/s12083-025-02016-6,https://doi.org/10.1007/s12083-025-02016-6,PNU Open Data,2023,76
PNU-4027,PNU,mud ring optimization algorithm with deep learning model for disease diagnosis on ecg monitoring system,Gunjan Shandilya; Sheifali Gupta; Heba G. Mohamed; Salil Bharany; Ateeq Ur Rehman; Seada Hussen,2023,,"<jats:title>ABSTRACT</jats:title>
                  <jats:p>Maize crop productivity is significantly impacted by various foliar diseases, emphasizing the need for early, accurate, and automated disease detection methods to enable timely intervention and ensure optimal crop management. Traditional classification techniques often fall short in capturing the complex visual patterns inherent in disease‐affected leaf imagery, resulting in limited diagnostic performance. To overcome these limitations, this study introduces a robust hybrid deep learning framework that synergistically combines convolutional neural networks (CNNs) and vision transformers (ViTs) for enhanced maize leaf disease classification. In the proposed architecture, the CNN module effectively extracts fine‐grained local features, while the ViT module captures long‐range contextual dependencies through self‐attention mechanisms. The complementary features obtained from both branches are concatenated and passed through fully connected layers for final classification. Data from Mendeley and Kaggle were used to build and check the model, and the model did this by applying image resizing, data normalization, expanding its training data, and shuffling the data to increase generalization. Additional testing is done on the corn disease and severity (CD&amp;S) dataset, which is separate from the main combined dataset. After validation, the accuracy of the proposed model was 99.15%, and each of its precision, recall, and F1‐score equaled 99.13%. To confirm it is statistically reliable, 5‐fold cross‐validation was performed, reporting on the Kaggle + Mendeley set an average accuracy of 99.06% and on the CD&amp;S dataset 95.93%. As both of these scores are high, it shows that the model works well across other datasets as well. Experiments have shown that Hybrid CNN‐ViT works better than standalone CNNs. Dropout regularization and using the RAdam optimizer greatly improved both stability and performance. The model stood out as a reliable, high‐accuracy method for discovering maize diseases correctly, which may be valuable in real agricultural settings.</jats:p>",scientific,,Food Science &amp; Nutrition,10.1002/fsn3.70513,https://doi.org/10.1002/fsn3.70513,PNU Open Data,2023,103
