research_id,university,title,authors,publication_year,publication_date,abstract,research_field,tech_category,journal,doi,url,source,has_doi,abstract_word_count
http://hdl.handle.net/10754/687718,KAUST,Uncertainty Analysis of CO2 Storage in Deep Saline Aquifers Using Machine Learning and Bayesian Optimization,"Alqahtani, Abdulwahab; He, Xupeng; Yan, Bicheng; Hoteit, Hussein",2023,2023-02-08 00:00:00+00:00,"Geological CO2 sequestration (GCS) has been proposed as an effective approach to mitigate carbon emissions in the atmosphere. Uncertainty and sensitivity analysis of the fate of CO2 dynamics and storage are essential aspects of large-scale reservoir simulations. This work presents a rigorous machine learning-assisted (ML) workflow for the uncertainty and global sensitivity analysis of CO2 storage prediction in deep saline aquifers. The proposed workflow comprises three main steps: The first step concerns dataset generation, in which we identify the uncertainty parameters impacting CO2 flow and transport and then determine their corresponding ranges and distributions. The training data samples are generated by combining the Latin Hypercube Sampling (LHS) technique with high-resolution simulations. The second step involves ML model development based on a data-driven ML model, which is generated to map the nonlinear relationship between the input parameters and corresponding output interests from the previous step. We show that using Bayesian optimization significantly accelerates the tuning process of hyper-parameters, which is vastly superior to a traditional trial–error analysis. In the third step, uncertainty and global sensitivity analysis are performed using Monte Carlo simulations applied to the optimized surrogate. This step is performed to explore the time-dependent uncertainty propagation of model outputs. The key uncertainty parameters are then identified by calculating the Sobol indices based on the global sensitivity analysis. The proposed workflow is accurate and efficient and could be readily implemented in field-scale CO2 sequestration in deep saline aquifers.",,,Energies,10.3390/en16041684,http://hdl.handle.net/10754/687718,KAUST Repository,True,237
http://hdl.handle.net/10754/687691,KAUST,Performance Optimization of Wearable Printed Human Body Temperature Sensor Based on Silver Interdigitated Electrode and Carbon-Sensing Film,"Al-Qahtani, Aisha M.; Ali, Shawkat; Khan, Arshad; Bermak, Amine",2023,2023-02-07 00:00:00+00:00,"The human body’s temperature is one of the most important vital markers due to its ability to detect various diseases early. Accurate measurement of this parameter has received considerable interest in the healthcare sector. We present a novel study on the optimization of a temperature sensor based on silver interdigitated electrodes (IDEs) and carbon-sensing film. The sensor was developed on a flexible Kapton thin film first by inkjet printing the silver IDEs, followed by screen printing a sensing film made of carbon black. The IDE finger spacing and width of the carbon film were both optimized, which considerably improved the sensor’s sensitivity throughout a wide temperature range that fully covers the temperature of human skin. The optimized sensor demonstrated an acceptable temperature coefficient of resistance (TCR) of 3.93 × 10−3 °C−1 for temperature sensing between 25 °C and 50 °C. The proposed sensor was tested on the human body to measure the temperature of various body parts, such as the forehead, neck, and palm. The sensor showed a consistent and reproducible temperature reading with a quick response and recovery time, exhibiting adequate capability to sense skin temperatures. This wearable sensor has the potential to be employed in a variety of applications, such as soft robotics, epidermal electronics, and soft human–machine interfaces.",,,Sensors,10.3390/s23041869,http://hdl.handle.net/10754/687691,KAUST Repository,True,211
http://hdl.handle.net/10754/687577,KAUST,Implicit Perception of Differences between NLP-Produced and Human-Produced Language in the Mentalizing Network,"Wei, Zhengde; Chen, Ying; Zhao, Qian; Zhang, Pengyu; Zhou, Longxi; Ren, Jiecheng; Piao, Yi; Qiu, Bensheng; Xie, Xing; Wang, Suiping; Liu, Jia; Zhang, Daren; Kadosh, Roi Cohen; Zhang, Xiaochu",2023,2023-02-07 00:00:00+00:00,"Natural language processing (NLP) is central to the communication with machines and among ourselves, and NLP research field has long sought to produce human-quality language. Identification of informative criteria for measuring NLP-produced language quality will support development of ever-better NLP tools. The authors hypothesize that mentalizing network neural activity may be used to distinguish NLP-produced language from human-produced language, even for cases where human judges cannot subjectively distinguish the language source. Using the social chatbots Google Meena in English and Microsoft XiaoIce in Chinese to generate NLP-produced language, behavioral tests which reveal that variance of personality perceived from chatbot chats is larger than for human chats are conducted, suggesting that chatbot language usage patterns are not stable. Using an identity rating task with functional magnetic resonance imaging, neuroimaging analyses which reveal distinct patterns of brain activity in the mentalizing network including the DMPFC and rTPJ in response to chatbot versus human chats that cannot be distinguished subjectively are conducted. This study illustrates a promising empirical basis for measuring the quality of NLP-produced language: adding a judge's implicit perception as an additional criterion.",,,Advanced Science,10.1002/advs.202203990,http://hdl.handle.net/10754/687577,KAUST Repository,True,182
http://hdl.handle.net/10754/685235,KAUST,Improving classification of correct and incorrect protein-protein docking models by augmenting the training set,"Barradas Bautista, Didier; Almajed, Ali; Oliva, Romina; Kalnis, Panos; Cavallo, Luigi",2023,2023-02-02 00:00:00+00:00,"Motivation: Protein-protein interactions drive many relevant biological events, such as infection, replication, and recognition. To control or engineer such events, we need to access the molecular details of the interaction provided by experimental 3D structures. However, such experiments take time and are expensive; moreover, the current technology cannot keep up with the high discovery rate of new interactions. Computational modeling, like protein-protein docking, can help to fill this gap by generating docking poses. Protein-protein docking generally consists of two parts, sampling and scoring. The sampling is an exhaustive search of the tridimensional space. The caveat of the sampling is that it generates a large number of incorrect poses, producing a highly unbalanced dataset. This limits the utility of the data to train machine learning classifiers. Results: Using weak supervision, we developed a data augmentation method that we named hAIkal. Using hAIkal, we increased the labeled training data to train several algorithms. We trained and obtained different classifiers; the best classifier has 81% accuracy and 0.51 MCC on the test set, surpassing the state-of-the-art scoring functions.",,,Bioinformatics Advances,10.1093/bioadv/vbad012,http://hdl.handle.net/10754/685235,KAUST Repository,True,175
http://hdl.handle.net/10754/687350,KAUST,A Retrospective Analysis of National-Scale Agricultural Development in Saudi Arabia from 1990 to 2021,"Li, Ting; Lopez Valencia, Oliver Miguel; Johansen, Kasper; McCabe, Matthew",2023,2023-01-26 00:00:00+00:00,"Agricultural intensification has resulted in the depletion of groundwater resources in many regions of the world. A prime example is Saudi Arabia, which witnessed dramatic agricultural expansion since the 1970s. To explore the influence of policy interventions aimed to better manage water resources, accurate information on the changes in the number and acreage of center-pivot fields is required. To quantify these metrics, we apply a hybrid machine learning framework, consisting of Density-Based Spatial Clustering of Applications with Noise, Convolutional Neural Networks, and Spectral Clustering, to the annual maximum Normalized Differential Vegetation Index maps obtained from Landsat imagery collected between 1990 to 2021. When evaluated against more than 28,000 manually delineated fields, the approach demonstrated producer’s accuracies ranging from 83.7% to 94.8% and user’s accuracies ranging from 90.2% to 97.9%. The coefficient of determination (R2) between framework-delineated and manually delineated fields was higher than 0.97. Nationally, we found that most fields pre-dated 1990 (covering 8841 km2 in that year) and were primarily located within the central regions covering Hail, Qassim, Riyadh, and Wadi ad-Dawasir. A small decreasing trend in field acreage was observed for the period 1990–2010. However, by 2015, the acreage had increased to approximately 33,000 fields covering 9310 km2. While a maximum extent was achieved in 2016, recent decreases have seen levels return to pre-1990 levels. The gradual decrease between 1990 to 2010 was related to policy initiatives designed to phase-out wheat, while increases between 2010 to 2015 were linked to fodder crop expansion. There is evidence of an agricultural uptick starting in 2021, which is likely in response to global influences such as the COVID-19 pandemic or the conflict in Ukraine. Overall, this work offers the first detailed assessment of long-term agricultural development in Saudi Arabia, and provides important insights related to production metrics such as crop types, crop water consumption, and crop phenology and the overarching impacts of agricultural policy interventions.",,,Remote Sensing,10.3390/rs15030731,http://hdl.handle.net/10754/687350,KAUST Repository,True,314
http://hdl.handle.net/10754/687296,KAUST,Leveraging UAVs to Enable Dynamic and Smart Aerial Infrastructure for ITS and Smart Cities: An Overview,"Lucic, Michael C.; Bouhamed, Omar; Ghazzai, Hakim; Khanfor, Abdullah; Massoud, Yehia Mahmoud",2023,2023-01-23 00:00:00+00:00,"Micro-unmanned aerial vehicles (UAVs), also known as drones, have been recognized as an emerging technology offering a plethora of applications touching various aspects of our lives, such as surveillance, agriculture, entertainment, and intelligent transportation systems (ITS). Furthermore, due to their low cost and ability to be fitted with transmitters, cameras, and other on-board sensors, UAVs can be seen as potential flying Internet-of-things (IoT) devices interconnecting with their environment and allowing for more mobile flexibility in the network. This paper overviews the beneficial applications that UAVs can offer to smart cities, and particularly to ITS, while highlighting the main challenges that can be encountered. Afterward, it proposes several potential solutions to organize the operation of UAV swarms, while addressing one of their main issues: their battery-limited capacity. Finally, open research areas that should be undertaken to strengthen the case for UAVs to become part of the smart infrastructure for futuristic cities are discussed.",,,Drones,10.3390/drones7020079,http://hdl.handle.net/10754/687296,KAUST Repository,True,152
http://hdl.handle.net/10754/679785,KAUST,A Generative Deep Learning Approach for Shape Recognition of Arbitrary Objects from Phaseless Acoustic Scattering Data,"Ahmed, Waqas Waseem; Farhat, Mohamed; Chen, Pai-Yen; Zhang, Xiangliang; Wu, Ying",2023,2023-01-20 00:00:00+00:00,"A generative deep learning approach for shape recognition of an arbitrary object from its acoustic scattering properties is proposed and demonstrated. The strategy exploits deep neural networks to learn the mapping between the latent space of a 2D acoustic object and the far-field scattering amplitudes. A neural network is designed as an adversarial autoencoder and trained via unsupervised learning to determine the latent space of the acoustic object. Important structural features of the object are embedded in lower-dimensional latent space which supports the modeling of a shape generator and accelerates the learning in the inverse design process. The proposed inverse design uses the variational inference approach with encoder- and decoder-like architecture where the decoder is composed of two pretrained neural networks: the generator and the forward model. The data-driven framework finds an accurate solution to the ill-posed inverse scattering problem, where nonunique solution space is overcome by the multifrequency phaseless far-field patterns. This inverse method is a powerful design tool that doesn't require complex analytical calculation and opens up new avenues for practical realization, automatic recognition of arbitrary-shaped submarines or large fish, and other underwater applications.",,,Advanced Intelligent Systems,10.1002/aisy.202200260,http://hdl.handle.net/10754/679785,KAUST Repository,True,186
http://hdl.handle.net/10754/687242,KAUST,"Type 2 Diabetes Mellitus and its comorbidity, Alzheimer’s disease: Identifying critical microRNA using machine learning","Alamro, Hind; Bajic, Vladan; Macvanin, Mirjana T.; Isenovic, Esma R.; Gojobori, Takashi; Essack, Magbubah; Gao, Xin",2023,2023-01-19 00:00:00+00:00,"MicroRNAs (miRNAs) are critical regulators of gene expression in healthy and diseased states, and numerous studies have established their tremendous potential as a tool for improving the diagnosis of Type 2 Diabetes Mellitus (T2D) and its comorbidities. In this regard, we computationally identify novel top-ranked hub miRNAs that might be involved in T2D. We accomplish this via two strategies: 1) by ranking miRNAs based on the number of T2D differentially expressed genes (DEGs) they target, and 2) using only the common DEGs between T2D and its comorbidity, Alzheimer’s disease (AD) to predict and rank miRNA. Then classifier models are built using the DEGs targeted by each miRNA as features. Here, we show the T2D DEGs targeted by hsa-mir-1-3p, hsa-mir-16-5p, hsa-mir-124-3p, hsa-mir-34a-5p, hsa-let-7b-5p, hsa-mir-155-5p, hsa-mir-107, hsa-mir-27a-3p, hsa-mir-129-2-3p, and hsa-mir-146a-5p are capable of distinguishing T2D samples from the controls, which serves as a measure of confidence in the miRNAs’ potential role in T2D progression. Moreover, for the second strategy, we show other critical miRNAs can be made apparent through the disease’s comorbidities, and in this case, overall, the hsa-mir-103a-3p models work well for all the datasets, especially in T2D, while the hsa-mir-124-3p models achieved the best scores for the AD datasets. To the best of our knowledge, this is the first study that used predicted miRNAs to determine the features that can separate the diseased samples (T2D or AD) from the normal ones, instead of using conventional non-biology-based feature selection methods.",,,Frontiers in Endocrinology,10.3389/fendo.2022.1084656,http://hdl.handle.net/10754/687242,KAUST Repository,True,239
http://hdl.handle.net/10754/687223,KAUST,Explainable machine learning for unraveling solvent effects in polyimide organic solvent nanofiltration membranes,"Ignacz, Gergo; Alqadhi, Nawader; Szekely, Gyorgy",2023,2023-01-19 00:00:00+00:00,"Understanding the effects of solvents on organic solvent nanofiltration currently depends on results obtained from small datasets, which slows down the industrial implementation of this technology. We present an in-depth study to identify and unify the effects of solvent parameters on solute rejection. For this purpose, we measured the rejection of 407 solutes in 11 common and green solvents using a polyimide membrane in a medium-throughput cross-flow nanofiltration system. Based on the large dataset, we experimentally verify that permeance and electronic effects of the solvent structure (Hildebrand parameters, electrotopological descriptors, and LogP) have strong impact on the average solute rejection. We furthermore identify the most important solvent parameters affecting solute rejection. Our dataset was used to build and test a graph neural network to predict the rejection of solutes. The results were rigorously tested against both internal and literature data, and demonstrated good generalization and robustness. Our model showed 0.124 (86.4% R2) and 0.123 (71.4 R2) root mean squared error for the internal and literature test sets, respectively. Explainable artificial intelligence helps understand and visualize the underlying effects of atoms and functional groups altering the rejection.",,,Advanced Membranes,10.1016/j.advmem.2023.100061,http://hdl.handle.net/10754/687223,KAUST Repository,True,186
http://hdl.handle.net/10754/686989,KAUST,Machine Learning Prediction of Nanoparticle Transport with Two-Phase Flow in Porous Media,"El-Amin, Mohamed F.; Alwated, Budoor; Hoteit, Hussein",2023,2023-01-06 00:00:00+00:00,"Reservoir simulation is a time-consuming procedure that requires a deep understanding of complex fluid flow processes as well as the numerical solution of nonlinear partial differential equations. Machine learning algorithms have made significant progress in modeling flow problems in reservoir engineering. This study employs machine learning methods such as random forest, decision trees, gradient boosting regression, and artificial neural networks to forecast nanoparticle transport with the two-phase flow in porous media. Due to the shortage of data on nanoparticle transport in porous media, this work creates artificial datasets using a mathematical model. It predicts nanoparticle transport behavior using machine learning techniques, including gradient boosting regression, decision trees, random forests, and artificial neural networks. Utilizing the scikit-learn toolkit, strategies for data preprocessing, correlation, and feature importance are addressed. Furthermore, the GridSearchCV algorithm is used to optimize hyperparameter tuning. The mean absolute error, R-squared correlation, mean squared error, and root means square error are used to assess the models. The ANN model has the best performance in forecasting the transport of nanoparticles in porous media, according to the results.",,,Energies,10.3390/en16020678,http://hdl.handle.net/10754/686989,KAUST Repository,True,177
http://hdl.handle.net/10754/676744,KAUST,Machine learning for knowledge acquisition and accelerated inverse-design for non-Hermitian systems,"Ahmed, Waqas Waseem; Farhat, Mohamed; Staliunas, Kestutis; Zhang, Xiangliang; Wu, Ying",2023,2023-01-03 00:00:00+00:00,"Non-Hermitian systems offer new platforms for unusual physical properties that can be flexibly manipulated by redistribution of the real and imaginary parts of refractive indices, whose presence breaks conventional wave propagation symmetries, leading to asymmetric reflection and symmetric transmission with respect to the wave propagation direction. Here, we use supervised and unsupervised learning techniques for knowledge acquisition in non-Hermitian systems which accelerate the inverse design process. In particular, we construct a deep learning model that relates the transmission and asymmetric reflection in non-conservative settings and propose sub-manifold learning to recognize non-Hermitian features from transmission spectra. The developed deep learning framework determines the feasibility of a desired spectral response for a given structure and uncovers the role of effective gain-loss parameters to tailor the spectral response. These findings offer a route for intelligent inverse design and contribute to the understanding of physical mechanism in general non-Hermitian systems.",,,Communications Physics,10.1038/s42005-022-01121-9,http://hdl.handle.net/10754/676744,KAUST Repository,True,146
http://hdl.handle.net/10754/691038,KAUST,Editorial: Medical knowledge-assisted machine learning technologies in individualized medicine,"Gao, Feng; Cho, William C; Gao, Xin; Wang, Wei",2023,2023-03-24 00:00:00+00:00,,,,Frontiers in molecular biosciences,10.3389/fmolb.2023.1167730,http://hdl.handle.net/10754/691038,KAUST Repository,True,0
http://hdl.handle.net/10754/690989,KAUST,Explainable and Robust Artificial Intelligence for Trustworthy Resource Management in 6G Networks,"Khan, Nasir; Coleri, Sinem; Abdallah, Asmaa; Celik, Abdulkadir; Eltawil, Ahmed",2023,2023-04-05 00:00:00+00:00,"Explainable and Robust Artificial Intelligence for Trustworthy Resource Management in 6G Networks. In this paper, we present an overview of the explainable and robust AI techniques for radio resource management. We explain how these methods can provide a systematic methodology for interpreting the decisions made by the black-box AI models, and improve the robustness of the decisions and performance of the algorithms by reducing the model complexity and convergence time. Besides, outlining the core explainability and robustness techniques, we also provide two practical case studies that illustrate the application of these techniques for model simplification and improving robustness of radio resource management decisions.",,,,10.36227/techrxiv.22353265.v1,http://hdl.handle.net/10754/690989,KAUST Repository,True,103
http://hdl.handle.net/10754/690932,KAUST,Ultra-Green Relay Transmission with Wireless Power Transfer for Advanced IoT: Session-Specific Analysis and Optimization,"Xu, Fang; Yang, Hong Chuan; Alouini, Mohamed-Slim",2023,2023-04-05 00:00:00+00:00,"Reliable and energy-efficient wireless transmission is of critical importance to the success of future advanced Internet of Things (IoT). Due to the sporadic nature of IoT transmissions, the energy consumption of the individual IoT transmission session varies dramatically with the instantaneous operating environment as well as the quality of service (QoS) requirements. In this paper, we analyze and design the energyefficient relay transmission systems from an individual data transmission session perspective. Specifically, we consider a dualhop transmission system with a decode-and-forward relay that is solely powered by wireless power transfer from source node. For both time switching and power splitting modes of simultaneous power and information transmission, we analyze and minimize the total energy consumption of the system when transmitting a fixed amount of data, under a piecewise linear energy harvesting (EH) model. Closed-form expressions for optimal transmission parameters are obtained with and without the consideration of latency constraint. Through selected numerical results, we illustrate various design tradeoffs between energy consumption and latency constraint. We show that with optimal transmission parameters, relay transmission with energy transfer can achieve considerable energy saving compared to direct transmission when the direct link quality is poor and the latency constraint is not stringent. We also show that with optimized parameters, power splitting mode leads to lower energy consumption and smaller transmission duration than time switching mode, at the cost of higher implementation complexity.",,,IEEE Internet of Things Journal,10.1109/jiot.2023.3264654,http://hdl.handle.net/10754/690932,KAUST Repository,True,229
http://hdl.handle.net/10754/690912,KAUST,Visualization and Visual Analytics Approaches for Image and Video Datasets: A Survey,"Afzal, Shehzad; Ghani, Sohaib; Hittawe, Mohamad; Rashid, Sheikh Faisal; Knio, Omar; Hadwiger, Markus; Hoteit, Ibrahim",2023,2023-03-09 00:00:00+00:00,"Image and video data analysis has become an increasingly important research area with applications in different domains such as security surveillance, healthcare, augmented and virtual reality, video and image editing, activity analysis and recognition, synthetic content generation, distance education, telepresence, remote sensing, sports analytics, art, non-photorealistic rendering, search engines, and social media. Recent advances in Artificial Intelligence (AI) and particularly deep learning have sparked new research challenges and led to significant advancements, especially in image and video analysis. These advancements have also resulted in significant research and development in other areas such as visualization and visual analytics, and have created new opportunities for future lines of research. In this survey article, we present the current state of the art at the intersection of visualization and visual analytics, and image and video data analysis. We categorize the visualization articles included in our survey based on different taxonomies used in visualization and visual analytics research. We review these articles in terms of task requirements, tools, datasets, and application areas. We also discuss insights based on our survey results, trends and patterns, the current focus of visualization research, and opportunities for future research.",,,ACM TRANSACTIONS ON INTERACTIVE INTELLIGENT SYSTEMS,10.1145/3576935,http://hdl.handle.net/10754/690912,KAUST Repository,True,190
http://hdl.handle.net/10754/690800,KAUST,Three-hop Underwater Wireless Communications: A Novel Relay Deployment Technique,"Xu, Jiajie; Kishk, Mustafa Abdelsalam; Zhang, Qunfei; Alouini, Mohamed-Slim",2023,2023-03-29 00:00:00+00:00,"Underwater long-distance wireless communication (ULWC) is a critical challenge in many applications, such as marine environmental monitoring, underwater remote control, and underwater navigation, to name a few. However, very little literature focuses on ULWC, especially where the communication distance ups to thousands of kilometers, which is urgently required in the underwater Internet of Things (UIoT) in the large-scale and deep sea. In this paper, to improve the underwater communication capacity at a level of thousands of kilometers, we propose a three-hop underwater wireless acoustic communication (3H-UWAC) structure based on the Sound Fixing and Ranging (SOFAR) channel. The proposed 3H-UWAC consists of transmitters, relay stations (RSs), and receivers. Different from the existing ULWC, 3H-ULWC can improve energy efficiency with a small vertical directivity angle (VDA). Due to the characteristics of UWAC, the straight-line communication link can be realized in the proposed three hops, and the communication distance can be increased to thousands of kilometers. Respecting the randomness of underwater devices, tools from stochastic geometry are used to model the spatial distributions of transmitters’, receivers’, and RSs’ locations. RSs are set on the SOFAR channel at a known depth. In the first hop, the transmitter sends information to the nearest first relay station (NFRS) on the SOFAR plane. In the second hop, the NFRS sends information to the nearest relay station, which is called the nearest second relay station (NSRS), to the receiver on the SOFAR plane. In the third hop, SNFS sends information to the receiver. All three communication hops can be achieved with a narrow beam width, where the energy efficiency is improved critically. With given densities of transmitters, RSs, and receivers, the coverage probabilities (CPs) of the three hops (transmitter to FRS, FRS to SRS, and SRS to receiver) are analyzed, and the final CP from a transmitter to a receiver thro...",,,IEEE Internet of Things Journal,10.1109/jiot.2023.3262949,http://hdl.handle.net/10754/690800,KAUST Repository,True,303
http://hdl.handle.net/10754/690738,KAUST,Joint Trajectory Design and User Scheduling for Secure Aerial Underlay IoT Systems,"Lei, Hongjiang; Yang, Haosi; Park, Kihong; Ansari, Imran Shafique; Jiang, Jing; Alouini, Mohamed-Slim",2023,2023-03-28 00:00:00+00:00,"Unmanned aerial vehicles (UAVs) have been widely employed to enhance the end-to-end performance of wireless communications since the links between UAVs and terrestrial nodes are line-of-sight (LoS) with high probability. However, the broadcast characteristics of signal propagation in LoS links make them vulnerable to being wiretapped by malicious eavesdroppers, which poses a considerable challenge to the security of wireless communications. In this work, we investigate the security of aerial underlay Internet of Things (IoT) systems by jointly designing trajectory and user scheduling. An airborne base station transmits confidential messages to secondary users utilizing the same spectrum as the primary network. An aerial jammer transmits jamming signals to suppress the eavesdropper to enhance secrecy performance. The uncertainty of eavesdropping node locations is considered, and the average secrecy rate of the secondary user is maximized by optimizing multiple users’ scheduling, the UAVs’ trajectory, and transmit power. To solve the non-convex optimization problem with mixed multi-integer variable problem, we propose an iterative algorithm based on block coordinate descent and successive convex approximation. Numerical results verify the effectiveness of our proposed algorithm and demonstrate that our scheme is beneficial in improving the secrecy performance of aerial underlay IoT systems.",,,IEEE Internet of Things Journal,10.1109/jiot.2023.3262697,http://hdl.handle.net/10754/690738,KAUST Repository,True,195
http://hdl.handle.net/10754/690682,KAUST,Generalization of learned Fourier-based phase-diversity wavefront sensing,"Zhou, Zhisheng; Fu, Qiang; Zhang, Jingang; Nie, Yunfeng",2023,2023-03-23 00:00:00+00:00,"Proper initialization of the nonlinear optimization is important to avoid local minima in phase diversity wavefront sensing (PDWS). An effective neural network based on low-frequency coefficients in the Fourier domain has proved effective to determine a better estimate of the unknown aberrations. However, the network relies significantly on the training settings, such as imaging object and optical system parameters, resulting in a weak generalization ability. Here we propose a generalized Fourier-based PDWS method by combining an object-independent network with a system-independent image processing procedure. We demonstrate that a network trained with a specific setting can be applied to any image regardless of the actual settings. Experimental results show that a network trained with one setting can be applied to images with four other settings. For 1000 aberrations with RMS wavefront errors bounded within [0.2 λ, 0.4 λ], the mean RMS residual errors are 0.032 λ, 0.039 λ, 0.035 λ, and 0.037 λ, respectively, and 98.9% of the RMS residual errors are less than 0.05 λ.",,,Optics Express,10.1364/oe.484057,http://hdl.handle.net/10754/690682,KAUST Repository,True,165
http://hdl.handle.net/10754/690387,KAUST,Charging and Wake-Up of IoT Devices using Harvested RF Energy with Near-Zero Power Consumption,"Benbuk, Ahmed Abed; Kouzayha, Nour Hicham; Costantine, Joseph; Dawy, Zaher",2023,2023-03-14 00:00:00+00:00,"Sixth generation (6G) wireless systems are envisioned to support ubiquitous connection of a massive number of battery-powered Internet-of-Things (IoT) devices. Radio frequency (RF) energy harvesting and wake-up radio have been extensively considered as standalone technologies to extend the battery lifetime of IoT devices. In this article, we present a general framework for designing efficient combined RF energy harvesting and wake-up circuits to further reduce the energy consumption of IoT devices and allow them to operate nearly self-sustainably. Specifically, we propose two address detector designs: a dual-power-mode pulse width detector (PWD) and a multi-power-mode pulse width modulation (PWM) detector that can be integrated in combined architectures with a single shared antenna and rectifier. Furthermore, we validate the practicality of the presented framework by testing sample designs under real operational conditions. Finally, we conclude the article by introducing future research directions for realizing large IoT networks with combined RF energy harvesting and wake-up radio.",,,IEEE Internet of Things Magazine,10.1109/iotm.001.2200202,http://hdl.handle.net/10754/690387,KAUST Repository,True,152
http://hdl.handle.net/10754/690350,KAUST,Data-Driven-Based Vector Space Decomposition Modeling of Multiphase Induction Machines,"Abu-Seif, Mohamed A.; Ahmed, Mohamed; Metwly, Mohamed Y.; Abdel-Khalik, Ayman S.; Hamad, Mostafa S.; Ahmed, Shehab; Elmalhy, Noha",2023,2023-03-13 00:00:00+00:00,"For contemporary variable-speed electric drives, the accuracy of the machine's mathematical model is critical for optimal control performance. Basically, phase variables of multiphase machines are preferably decomposed into multiple orthogonal subspaces based on vector space decomposition (VSD). In the available literature, identifying the correlation between states governed by the dynamic equations and the parameter estimate of different subspaces of multiphase IM remains scarce, especially under unbalanced conditions, where the effect of secondary subspaces sounds influential. Most available literature has relied on simple RL circuit representation to model these secondary subspaces. To this end, this paper presents an effective data-driven-based space harmonic model for n-phase IMs using sparsity-promoting techniques and machine learning with nonlinear dynamical systems to discover the IM governing equations. Moreover, the proposed approach is computationally efficient, and it precisely identifies both the electrical and mechanical dynamics of all subspaces of an IM using a single transient startup run. Additionally, the derived model can be reformulated into the standard canonical form of the induction machine model to easily extract the parameters of all subspaces based on online measurements. Eventually, the proposed modeling approach is experimentally validated using a 1.5 Hp asymmetrical six-phase induction machine.",,,IEEE Transactions on Energy Conversion,10.1109/tec.2023.3255792,http://hdl.handle.net/10754/690350,KAUST Repository,True,195
http://hdl.handle.net/10754/690348,KAUST,Artificial Noise and RIS-Aided Physical Layer Security: Optimal RIS Partitioning and Power Control,"Arzykulov, Sultangali; Celik, Abdulkadir; Nauryzbayev, Galymzhan; Eltawil, Ahmed",2023,2023-03-13 00:00:00+00:00,"The synergism of reconfigurable intelligent surfaces (RIS) and artificial noise (AN) shows significant promise in improving physical layer security in wireless networks. Accordingly, this letter proposes the virtual partitioning of RIS elements into two parts such that the phase shifts of the different partitions are configured to improve the intended signal at a legitimate user and enhance the impact of AN on an illegitimate user, respectively. To this aim, two problems are defined to jointly optimize the partitioning ratio, and signal/noise transmit power levels for two main objectives. First, we maximize secrecy capacity by satisfying users’ quality of service (QoS). Second, we optimize transmit power to establish a secure link by satisfying the QoS of the legitimate user. We provide closed-form solutions subject to the rate constraints on both legitimate and illegitimate users. Simulation results validate the closed-from solutions and show that the proposed RIS-partitioning method dramatically improves SC compared to benchmark methods.",,,IEEE Wireless Communications Letters,10.1109/lwc.2023.3256001,http://hdl.handle.net/10754/690348,KAUST Repository,True,153
http://hdl.handle.net/10754/687721,KAUST,A Dominant Interferer plus Mean Field-based Approximation for SINR Meta Distribution in Wireless Networks,"Qin, Yujie; Kishk, Mustafa Abdelsalam; Alouini, Mohamed-Slim",2023,2023-03-10 00:00:00+00:00,"This paper proposes a novel approach for computing the meta distribution of the signal-to-interference-plus-noise ratio (SINR) for the downlink transmission in a wireless network with Rayleigh fading. The novel approach relies on an approximation mix of exact and mean-field analysis of interference (dominant interferer-based approximation) to reduce the complexity of analysis and enhance tractability. In particular, the proposed approximation omits the need to compute the first or the second moment of the SINR that is used in the beta approximation typically adopted in the literature but requires of computing the joint distance distributions. We first derive the proposed approximation based on a Poisson point process (PPP) network with a standard path-loss and Rayleigh fading and then illustrate its accuracy and operability in another four widely used point processes: Poisson bipolar network, Matérn cluster process (MCP), K -tier PPP and Poisson line Cox process (PLCP). Specifically, we obtain the SINR meta distribution for PLCP networks for the first time. Even though the proposed approximation looks simple but it shows good matching in comparison to the popular beta approximation as well as the Monte-Carlo simulations, which opens the door to adopting this approximation in more advanced network architectures.",,,IEEE Transactions on Communications,10.1109/tcomm.2023.3255907,http://hdl.handle.net/10754/687721,KAUST Repository,True,196
http://hdl.handle.net/10754/690220,KAUST,A Comprehensive Empirical Study of Heterogeneity in Federated Learning,"Abdelmoniem, Ahmed M.; Ho, Chen-Yu; Papageorgiou, Pantelis; Canini, Marco",2023,2023-03-07 00:00:00+00:00,"Federated learning (FL) is becoming a popular paradigm for collaborative learning over distributed, private datasets owned by non-trusting entities. FL has seen successful deployment in production environments, and it has been adopted in services such as virtual keyboards, auto-completion, item recommendation, and several IoT applications. However, FL comes with the challenge of performing training over largely heterogeneous datasets, devices, and networks that are out of the control of the centralized FL server. Motivated by this inherent challenge, we aim to empirically characterize the impact of device and behavioral heterogeneity on the trained model. We conduct an extensive empirical study spanning nearly 1.5K unique configurations on five popular FL benchmarks. Our analysis shows that these sources of heterogeneity have a major impact on both model quality and fairness, causing up to 4.6× and 2.2× degradation in the quality and fairness, respectively, thus shedding light on the importance of considering heterogeneity in FL system design.",,,IEEE Internet of Things Journal,10.1109/jiot.2023.3250275,http://hdl.handle.net/10754/690220,KAUST Repository,True,153
