research_id,university,title,matched_terms,selected
http://hdl.handle.net/10754/686776,KAUST,Alkaloids as potential antivirals. A comprehensive review,,False
http://hdl.handle.net/10754/676744,KAUST,Machine learning for knowledge acquisition and accelerated inverse-design for non-Hermitian systems,machine learning; deep learning,True
http://hdl.handle.net/10754/686749,KAUST,Directly and instantly seeing through random diffusers by self-imaging in scattering speckles,,False
http://hdl.handle.net/10754/686742,KAUST,Compatible Solution-Processed Interface Materials for Improved Efficiency of Polymer Solar Cells,,False
http://hdl.handle.net/10754/691095,KAUST,Adsorption of Brilliant Blue Dye on Biochar from the Macroalgae Cladophora glomerata,,False
http://hdl.handle.net/10754/677951,KAUST,High Dimensional Statistical Estimation under Uniformly Dithered One-bit Quantization,,False
http://hdl.handle.net/10754/691038,KAUST,Editorial: Medical knowledge-assisted machine learning technologies in individualized medicine,machine learning,True
http://hdl.handle.net/10754/690992,KAUST,Effect of Cation Chloride Concentration on the Dissolution Rates of Basaltic Glass and Labradorite at pH 3.6 and 25°C and Applica-Tion to Subsurface Carbon Storage,,False
http://hdl.handle.net/10754/690989,KAUST,Explainable and Robust Artificial Intelligence for Trustworthy Resource Management in 6G Networks,artificial intelligence,True
http://hdl.handle.net/10754/690970,KAUST,"Mpox virus infects and injures human kidney organoids, but responding to antiviral treatment",,False
http://hdl.handle.net/10754/690962,KAUST,Greener electrochemical plating of ABS polymer with unprecedented adhesion via hierarchical micro–nanotexturing,,False
http://hdl.handle.net/10754/690686,KAUST,Phylogenetics and taxonomy of the scleractinian coral family Euphylliidae,,False
http://hdl.handle.net/10754/690932,KAUST,Ultra-Green Relay Transmission with Wireless Power Transfer for Advanced IoT: Session-Specific Analysis and Optimization,internet of things; iot,True
http://hdl.handle.net/10754/690929,KAUST,Gene therapy restores the transcriptional program of hematopoietic stem cells in Fanconi anemia,,False
http://hdl.handle.net/10754/690912,KAUST,Visualization and Visual Analytics Approaches for Image and Video Datasets: A Survey,artificial intelligence; deep learning,True
http://hdl.handle.net/10754/690882,KAUST,Towards a global biogeography of the glacier-fed stream benthic microbiome,,False
http://hdl.handle.net/10754/690881,KAUST,Optimization of binding affinities in chemical space with generative pretrained transformer and deep reinforcement learning,,False
http://hdl.handle.net/10754/678013,KAUST,A Strongly Mass Conservative Method for the Coupled Brinkman-Darcy Flow and Transport,,False
http://hdl.handle.net/10754/690852,KAUST,Multidimensional and multifunctional metasurface design using hybrid spin decoupling,,False
http://hdl.handle.net/10754/690850,KAUST,Factors affecting drilling incidents: Prediction of suck pipe by XGBoost model,,False
http://hdl.handle.net/10754/690843,KAUST,Zaxinone Mimics (MiZax) Efficiently Promote Growth and Production of Potato and Strawberry Plants under Desert Climate Conditions,,False
http://hdl.handle.net/10754/690836,KAUST,Multiscale Modeling of Sorption Kinetics,,False
http://hdl.handle.net/10754/690800,KAUST,Three-hop Underwater Wireless Communications: A Novel Relay Deployment Technique,internet of things,True
http://hdl.handle.net/10754/690796,KAUST,Crystalline monolayer graphdiyne synthesized in the MXene interlayer space,,False
http://hdl.handle.net/10754/690738,KAUST,Joint Trajectory Design and User Scheduling for Secure Aerial Underlay IoT Systems,internet of things; iot,True
http://hdl.handle.net/10754/690692,KAUST,Optimal RIS Partitioning and Power Control for Bidirectional NOMA Networks,,False
http://hdl.handle.net/10754/690682,KAUST,Generalization of learned Fourier-based phase-diversity wavefront sensing,neural network,True
http://hdl.handle.net/10754/690594,KAUST,Ferroelectricity in layered bismuth oxide down to 1 nanometer,,False
http://hdl.handle.net/10754/690529,KAUST,The effects of chemical and mechanical interactions on the thermodynamic pressure for mineral solid solutions,,False
http://hdl.handle.net/10754/672817,KAUST,Runtime Assurance for Safety-Critical Systems: An Introduction to Safety Filtering Approaches for Complex Control Systems,,False
http://hdl.handle.net/10754/690585,KAUST,Joint Demosaicing and Fusion of Multiresolution Coded Acquisitions: An Unified Image Formation and Reconstruction Method,,False
http://hdl.handle.net/10754/690583,KAUST,Introduction to the feature issue on augmented/virtual reality: optics & photonics,,False
http://hdl.handle.net/10754/690552,KAUST,AB-Gen: Antibody Library Design with Generative Pre-trained Transformer and Deep Reinforcement Learning,,False
http://hdl.handle.net/10754/690542,KAUST,Impact of Evanescence Process on Three-Dimensional Sub-Diffusion based Molecular Communication Channel,,False
http://hdl.handle.net/10754/690530,KAUST,Engineering grain boundaries in monolayer molybdenum disulfide for an efficient water/ion separation,,False
http://hdl.handle.net/10754/686857,KAUST,Resident Population Density-Inspired Deployment of K-tier Aerial Cellular Network,,False
http://hdl.handle.net/10754/690524,KAUST,Editorial: Recent advances and challenges in electron microscopy characterizations of radiation-sensitive nanoparticles.,,False
http://hdl.handle.net/10754/690415,KAUST,Fully Printed Dual-Layer Depolarizing Chipless RFID Tag for Wearable Applications,,False
http://hdl.handle.net/10754/690405,KAUST,Role of Strontium on Sensitization and Unusual Passivation Behavior of a 5xxx Series Aluminum Alloy Containing a Trace Amount of Chromium,,False
http://hdl.handle.net/10754/690401,KAUST,Customizable Graphite-on-Paper based Keypads: Toward Disposable and Recyclable Wireless Human-Machine Interfaces,,False
http://hdl.handle.net/10754/690396,KAUST,Nanometer-thick crystalline and amorphous zeolitic imidazolate framework films for membrane and patterning applications,,False
http://hdl.handle.net/10754/690387,KAUST,Charging and Wake-Up of IoT Devices using Harvested RF Energy with Near-Zero Power Consumption,internet of things; iot,True
http://hdl.handle.net/10754/686743,KAUST,DISPERSIVE SHOCKS IN DIFFUSIVE-DISPERSIVE APPROXIMATIONS OF ELASTICITY AND QUANTUM-HYDRODYNAMICS,,False
http://hdl.handle.net/10754/690350,KAUST,Data-Driven-Based Vector Space Decomposition Modeling of Multiphase Induction Machines,machine learning,True
http://hdl.handle.net/10754/690348,KAUST,Artificial Noise and RIS-Aided Physical Layer Security: Optimal RIS Partitioning and Power Control,wireless networks,True
http://hdl.handle.net/10754/690343,KAUST,Performance Analysis of Passive Retro-Reflector Based Tracking in Free-Space Optical Communications with Pointing Errors,,False
http://hdl.handle.net/10754/690264,KAUST,Palidis: fast discovery of novel insertion sequences.,,False
http://hdl.handle.net/10754/687721,KAUST,A Dominant Interferer plus Mean Field-based Approximation for SINR Meta Distribution in Wireless Networks,wireless network; wireless networks,True
http://hdl.handle.net/10754/690220,KAUST,A Comprehensive Empirical Study of Heterogeneity in Federated Learning,iot,True
http://hdl.handle.net/10754/676891,KAUST,Spin-Electric Coupling in Lead Halide Perovskites,,False
http://hdl.handle.net/10754/676836,KAUST,Effective model for studying optical properties of lead halide perovskites,,False
http://hdl.handle.net/10754/690162,KAUST,Joint Uplink and Downlink EMF Exposure: Performance Analysis and Design Insights,,False
http://hdl.handle.net/10754/690158,KAUST,DNA methylation signatures of Multiple Sclerosis occur independently of genetic risk and are primarily attributed to B cells and monocytes,,False
http://hdl.handle.net/10754/690152,KAUST,"Solar desalination: A review of recent developments in environmental, regulatory and economic issues",,False
http://hdl.handle.net/10754/690148,KAUST,BORD: A Biomedical Ontology based method for concept Recognition using Distant supervision: Application to Phenotypes and Diseases,machine learning,True
http://hdl.handle.net/10754/690140,KAUST,Audit to Forget: A Unified Method to Revoke Patients’ Private Data in Intelligent Healthcare,machine learning; deep learning,True
http://hdl.handle.net/10754/690130,KAUST,Effects of Observational Uncertainty and Models Similarity on Climate Change Projections,,False
http://hdl.handle.net/10754/690126,KAUST,Genome-wide association analysis uncovers novel rice blast resistance alleles,,False
http://hdl.handle.net/10754/690121,KAUST,Ideas and perspectives. The fluctuating nature of oxygen shapes the ecology of aquatic habitats and their biogeochemical cycles: the aquatic oxyscape,,False
http://hdl.handle.net/10754/667745,KAUST,Equivalence of measures and asymptotically optimal linear prediction for Gaussian random fields with fractional-order covariance operators,,False
http://hdl.handle.net/10754/690008,KAUST,Supervised Local Training with Backward Links for Deep Neural Networks,neural networks,True
http://hdl.handle.net/10754/689984,KAUST,Satellite-Aerial Communications With Multi-aircraft Interference,wireless networks,True
http://hdl.handle.net/10754/689983,KAUST,The dominant component of strong π-hole interactions: electrostatic attraction versus charge transfer.,,False
http://hdl.handle.net/10754/669170,KAUST,Analysis of a Class of Multilevel Markov Chain Monte Carlo Algorithms Based on Independent Metropolis–Hastings,,False
http://hdl.handle.net/10754/672026,KAUST,Secrecy-Capacity Bounds for Visible Light Communications With Signal-Dependent Noise,,False
http://hdl.handle.net/10754/689930,KAUST,Does zaxinone counteract strigolactones in shaping rice architecture?,,False
http://hdl.handle.net/10754/689934,KAUST,"The Design, Education and Evolution of a Robotic Baby",,False
http://hdl.handle.net/10754/689933,KAUST,All-Photonic Magnetic Resonance in Silicon Nanoparticles,,False
http://hdl.handle.net/10754/689896,KAUST,"A laser-based sensor for selective detection of benzene, acetylene, and carbon dioxide in the fingerprint region",,False
http://hdl.handle.net/10754/688180,KAUST,UAV-Aided Post-Disaster Cellular Networks: A Novel Stochastic Geometry Approach,,False
http://hdl.handle.net/10754/689889,KAUST,Personalized and privacy-preserving federated heterogeneous medical image analysis with PPPML-HMI,neural networks,True
http://hdl.handle.net/10754/689872,KAUST,Engineered ketocarotenoid biosynthesis in the polyextremophilic red microalga Cyanidioschyzon merolae 10D,,False
http://hdl.handle.net/10754/689837,KAUST,ZyPR: End-to-End Build Tool and Runtime Manager for Partial Reconfiguration of FPGA SoCs at the Edge,,False
http://hdl.handle.net/10754/665796,KAUST,Bayesian Estimation of Two-Part Joint Models for a Longitudinal Semicontinuous Biomarker and a Terminal Event with R-INLA: Interests for Cancer Clinical Trial Evaluation,,False
http://hdl.handle.net/10754/680164,KAUST,Max-Min SINR Optimization for RIS-aided Uplink Communications with Green Constraints,,False
http://hdl.handle.net/10754/688062,KAUST,A combined statistical and machine learning approach for spatial prediction of extreme wildfire frequencies and sizes,machine learning,True
http://hdl.handle.net/10754/678905,KAUST,A finite-difference ghost-point multigrid method for multi-scale modelling of sorption kinetics of a surfactant past an oscillating bubble,,False
http://hdl.handle.net/10754/681468,KAUST,Iceland Kinematics from InSAR,,False
http://hdl.handle.net/10754/688193,KAUST,Editorial: Advanced data-driven methods for monitoring solar and wind energy systems,,False
http://hdl.handle.net/10754/688182,KAUST,"Prevalence of Trypanosoma cruzi, the Etiologic Agent of Chagas Disease, Infection in Texas Skunks (Mammalia: Mephitidae)",,False
http://hdl.handle.net/10754/688181,KAUST,A Trend of AI Conference Convergence in Similarity: An Empirical Study Through Trans-Temporal Heterogeneous Graph,machine learning; computer science,True
http://hdl.handle.net/10754/681743,KAUST,WPAD: Waiting Patiently for an Announced Disaster,,False
http://hdl.handle.net/10754/688154,KAUST,Facile integration of giant exchange bias in Fe5GeTe2/oxide heterostructures by atomic layer deposition,,False
http://hdl.handle.net/10754/688151,KAUST,Knowledge-aware Global Reasoning for Situation Recognition,neural networks,True
http://hdl.handle.net/10754/688037,KAUST,General Online Current-Harmonic Generation for Increased Torque Capability With Minimum Stator Copper Loss in Fault-Tolerant Multiphase Induction Motor Drives,,False
http://hdl.handle.net/10754/688012,KAUST,Reconfigurable superdirective beamshaping using a PTX-synthesis metasurface,,False
http://hdl.handle.net/10754/687929,KAUST,Post-Synthetic Surface Modification of Metal-Organic Frameworks and Their Potential Applications.,,False
http://hdl.handle.net/10754/687935,KAUST,Toward Immersive Underwater Cloud-Enabled Networks: Prospects and Challenges,,False
http://hdl.handle.net/10754/687933,KAUST,Physics-Informed Deep Neural Network for Backward-in-Time Prediction: Application to Rayleigh–Bénard Convection,neural network,True
http://hdl.handle.net/10754/687738,KAUST,Cultivation of the polyextremophile Cyanidioschyzon merolae 10D during summer conditions on the coast of the Red Sea and its adaptation to hypersaline sea water,,False
http://hdl.handle.net/10754/687735,KAUST,Marine picoplankton metagenomes from eleven vertical profiles obtained by the Malaspina Expedition in the tropical and subtropical oceans,,False
http://hdl.handle.net/10754/687732,KAUST,"Nano-kinematic indicators (Gulf of Aqaba, Saudi Arabia)",,False
http://hdl.handle.net/10754/687729,KAUST,"Modelling of tropospheric NO₂ using WRF-Chem with optimized temporal NOₓ emission profiles derived from in-situ observations – Comparisons to in-situ, satellite, and MAX-DOAS observations over central Europe",,False
http://hdl.handle.net/10754/687726,KAUST,Bacterial communities associated with corals out-planted on the Great Barrier Reef are inherently dynamic over space and time,,False
http://hdl.handle.net/10754/687686,KAUST,Data-driven framework for input/output lookup tables reduction: Application to hypersonic flows in chemical nonequilibrium,machine learning,True
http://hdl.handle.net/10754/687666,KAUST,Broadband single-cell-driven multifunctional metalensing,,False
http://hdl.handle.net/10754/687581,KAUST,BUSIFusion: Blind Unsupervised Single Image Fusion of Hyperspectral and RGB Images,computer vision,True
http://hdl.handle.net/10754/687579,KAUST,A Random-Supply Mean Field Game Price Model,,False
http://hdl.handle.net/10754/687576,KAUST,Space-Air-Ground-Sea Integrated Networks: Modeling and Coverage Analysis,,False
http://hdl.handle.net/10754/676051,KAUST,Unsupervised Learning of Temporal Abstractions with Slot-Based Transformers,,False
http://hdl.handle.net/10754/687548,KAUST,Rate-Splitting and Common Message Decoding in Hybrid Cloud/Mobile Edge Computing Networks,edge computing,True
http://hdl.handle.net/10754/687493,KAUST,Inkjet-Printed Ferrite Substrate Based Vialess Waveguide Phase Shifter,,False
http://hdl.handle.net/10754/687491,KAUST,Combined HW/SW Drift and Variability Mitigation for PCM-based Analog In-memory Computing for Neural Network Applications,neural network; neural networks,True
http://hdl.handle.net/10754/687478,KAUST,Simultaneous measurements of NH2 and major species and temperature with a novel excitation scheme in ammonia combustion at atmospheric pressure,,False
http://hdl.handle.net/10754/687467,KAUST,Aerial RIS-Aided Physical Layer Security: Optimal Deployment and Partitioning,wireless networks,True
http://hdl.handle.net/10754/687444,KAUST,Rate-Splitting Multiple Access for Uplink Massive MIMO With Electromagnetic Exposure Constraints,,False
http://hdl.handle.net/10754/687372,KAUST,Modifying the coherence of vertical-cavity surface-emitting lasers using chaotic cavities,,False
http://hdl.handle.net/10754/687370,KAUST,Synergistic multi-source ambient RF and thermal energy harvester for green IoT applications,internet of things; iot,True
http://hdl.handle.net/10754/667223,KAUST,Conex–Connect: Learning patterns in extremal brain connectivity from MultiChannel EEG data,,False
http://hdl.handle.net/10754/687354,KAUST,Improving the Performance of Antenna-on-Chip by Effectively Illuminating the Artificial Magnetic Conductors through Coupling Enhancement Structures,,False
http://hdl.handle.net/10754/687323,KAUST,Process-Aware Attacks on Medication Control of Type-I Diabetics Using Infusion Pumps,cybersecurity,True
http://hdl.handle.net/10754/687302,KAUST,On the Uplink SINR Meta Distribution of UAV-assisted Wireless Networks,wireless networks,True
http://hdl.handle.net/10754/687292,KAUST,FSM inspired unconventional Hardware Watermark using field-assisted SOT-MTJ,,False
http://hdl.handle.net/10754/687175,KAUST,Boosting Generic Visual-Linguistic Representation with Dynamic Contexts,,False
http://hdl.handle.net/10754/687160,KAUST,Differentiable Image Data Augmentation and Its Applications: A Survey,neural networks,True
http://hdl.handle.net/10754/687148,KAUST,Reverse chemical ecology approach for sustainable palm tree protection against invasive palm weevils,,False
http://hdl.handle.net/10754/687136,KAUST,Global biogeography of the smallest plankton across ocean depths,,False
http://hdl.handle.net/10754/686993,KAUST,An Opto-Electronic HfO x -Based Transparent Memristive Synapse for Neuromorphic Computing System,,False
http://hdl.handle.net/10754/686986,KAUST,Outage Analysis of Millimeter Wave RSMA Systems,,False
http://hdl.handle.net/10754/686985,KAUST,Performance of IRS-Aided FD Two-Way Communication Network With Imperfect SIC,,False
http://hdl.handle.net/10754/686854,KAUST,Detecting pediatric foot deformities using plantar pressure measurements: A semi-supervised approach,,False
http://hdl.handle.net/10754/686849,KAUST,Prediction of a complex delamination front using a general cohesive model,,False
http://hdl.handle.net/10754/686781,KAUST,Well-log information assisted high-resolution waveform inversion based on deep learning,deep learning; neural network,True
http://hdl.handle.net/10754/686740,KAUST,On Optimality of Gamma Approximation for Lognormal Shadowing Models,,False
http://hdl.handle.net/10754/691087,KAUST,Shifts in the coral microbiome in response to in situ experimental deoxygenation,,False
http://hdl.handle.net/10754/691083,KAUST,Optimal Evasive Path Planning with Velocity Constraint,robotics,True
http://hdl.handle.net/10754/691082,KAUST,Multi-modal Asymmetric Autoencoders for Massive Photo Collection Applications,neural network; iot,True
http://hdl.handle.net/10754/691079,KAUST,3D Autonomous Navigation of UAVs: An Energy-Efficient and Collision-Free Deep Reinforcement Learning Approach,neural network,True
http://hdl.handle.net/10754/691077,KAUST,Unsupervised Image Dataset Annotation Framework for Snow Covered Road Networks,computer vision,True
http://hdl.handle.net/10754/691076,KAUST,A Centralized Multi-String PV System Control with Multi-Dimensional MPPT Control,,False
http://hdl.handle.net/10754/691062,KAUST,Stabilizing Ruthenium Dioxide with Cation-Anchored Sulfate for Durable Oxygen Evolution in PEMWE,,False
http://hdl.handle.net/10754/691057,KAUST,A Holistic Approach to Include SiC and Design the Optimal Extrudate Catalyst for Hydrogen Production–Reforming Routes,,False
http://hdl.handle.net/10754/690985,KAUST,On the Stability and Characteristics of Biogas/Methane/Air Flames Fired by a Double Swirl Burner,,False
http://hdl.handle.net/10754/690982,KAUST,Disruption of the rice 4-DEOXYOROBANCHOL HYDROXYLASE unravels specific functions of canonical strigolactones,,False
http://hdl.handle.net/10754/690981,KAUST,Co2-Activated Graphitic Nanoplatelets for Gas Storage Applications,,False
http://hdl.handle.net/10754/690980,KAUST,Uncovering Sensor Faults in Wind Turbines: An Improved Multivariate Statistical Approach for Condition Monitoring Using Scada Data,,False
http://hdl.handle.net/10754/687395,KAUST,ChemGAPP: A tool for Chemical Genomics Analysis and Phenotypic Profiling,,False
http://hdl.handle.net/10754/690933,KAUST,Flexible gallium oxide electronics,,False
http://hdl.handle.net/10754/690907,KAUST,Heart disease Prediction using Machine Learning,machine learning,True
http://hdl.handle.net/10754/690880,KAUST,Towards Fake News Identification using Machine Learning,machine learning; natural language processing,True
http://hdl.handle.net/10754/677950,KAUST,SegTAD: Precise Temporal Action Detection via Semantic Segmentation,,False
http://hdl.handle.net/10754/690853,KAUST,Customized Conversational Recommender Systems,,False
http://hdl.handle.net/10754/690842,KAUST,Easy and Fast 4d Printing of Multifunctional Shape Memory Polymers Using Vat Photopolymerization,,False
http://hdl.handle.net/10754/690841,KAUST,Hydrogen Balloon Transportation: A Cheap and Efficient Mode to Transport Hydrogen,,False
http://hdl.handle.net/10754/690840,KAUST,On the behavior of renewable energy systems in buildings of three Saudi cities: Winter variabilities and extremes are critical,,False
http://hdl.handle.net/10754/690745,KAUST,Hydrocracking Mechanisms of Oxygenated Plastics and Vacuum Gasoil Blends,,False
http://hdl.handle.net/10754/690741,KAUST,Analysis and Verification of Islanding Detection Techniques for Grid-integrated PV Systems,,False
http://hdl.handle.net/10754/690689,KAUST,A Scalable Laser-Based Underwater Wireless Optical Communication Solution between Autonomous Underwater Vehicle Fleets,,False
http://hdl.handle.net/10754/672953,KAUST,A Resource Allocation Scheme for Energy Demand Management in 6G-enabled Smart Grid,internet of things; edge computing,True
http://hdl.handle.net/10754/690670,KAUST,A Stable Neural Network-Based Eikonal Tomography using Hard-Constrained Measurements,neural network; neural networks,True
http://hdl.handle.net/10754/690153,KAUST,Rice Gene Index (RGI): a comprehensive pan-genome database for comparative and functional genomics of Asian rice.,,False
http://hdl.handle.net/10754/690536,KAUST,Parameter Inversion in Geothermal Reservoir Using Markov Chain Monte Carlo and Deep Learning,deep learning,True
http://hdl.handle.net/10754/690535,KAUST,Self-Isolated Multiple-Input-Multiple-Output Antenna for mm-Wave Applications,,False
http://hdl.handle.net/10754/690488,KAUST,Interpretable Research Interest Shift Detection with Temporal Heterogeneous Graphs,neural network,True
http://hdl.handle.net/10754/690427,KAUST,Deep Reinforcement Learning Based Beamforming Codebook Design for RIS-aided mmWave Systems,,False
http://hdl.handle.net/10754/690426,KAUST,LEP-AD: Language Embedding of Proteins and Attention to Drugs predicts drug target interactions,,False
http://hdl.handle.net/10754/690410,KAUST,Paper-based Wearable Ultra-sensitive Strain Sensors for Fitness Monitoring,,False
http://hdl.handle.net/10754/690393,KAUST,On the Products from the Pyrolysis of Heavy Fuel and Vacuum Residue Oil,,False
http://hdl.handle.net/10754/690392,KAUST,DDOS attacks detection based on attention-deep learning and local outlier factor,deep learning,True
http://hdl.handle.net/10754/690253,KAUST,Investigating Separation Efficiency of Oil-in-Water Emulsions Subjected to an Acoustic Field,,False
http://hdl.handle.net/10754/690258,KAUST,Cloud Native Applications Profiling using a Graph Neural Networks Approach,neural network; neural networks,True
http://hdl.handle.net/10754/690254,KAUST,Advanced Hole Cleaning in Horizontal Wells: Experimental Investigation Supported by a Downhole Clamp-On Tool,,False
http://hdl.handle.net/10754/690223,KAUST,"Perpetual Motion Electric Truck, Transporting Cargo with Zero Fuel Costs",,False
http://hdl.handle.net/10754/690214,KAUST,"THz-band, Tbps MIMO Communications: A Joint Data Detection and Decoding Framework",,False
http://hdl.handle.net/10754/690208,KAUST,Locating CO2 Leakage in Subsurface Traps Using Bayesian Inversion and Deep Learning,deep learning,True
http://hdl.handle.net/10754/690207,KAUST,Improved Amott Tests Help Quantify Primary Driving Forces in Spontaneous Imbibition in Water-Wet and Oil-Wet Limestone Rock,,False
http://hdl.handle.net/10754/690205,KAUST,Minimizing Drill-String-Induced Wellbore Instability,,False
http://hdl.handle.net/10754/690204,KAUST,Fully Coupled Hydromechanical Approach for Flow in Fractured Rocks Using Darcy-Brinkman-Biot,,False
http://hdl.handle.net/10754/690203,KAUST,Drilling Monitoring System: Mud Motor Condition and Performance Evaluation,,False
http://hdl.handle.net/10754/690179,KAUST,High-resolution molecular fingerprinting in the 11.6-15 mu m range by a quasi-CW difference-frequency-generation laser source,,False
http://hdl.handle.net/10754/690168,KAUST,"Modeling the radiative, thermal and chemical microenvironment of 3D scanned corals",,False
http://hdl.handle.net/10754/690163,KAUST,Deep Multi-Input and Multi-Output Operator Networks Method for Optimal Control of Pdes,neural network,True
http://hdl.handle.net/10754/690156,KAUST,Electrochemical and Hydraulic Analysis of Thin-Film Composite and Cellulose Triacetate Membranes for Seawater Electrolysis Applications,,False
http://hdl.handle.net/10754/690155,KAUST,Photoelectrochemical Lithium Extraction,,False
http://hdl.handle.net/10754/690147,KAUST,Viscosity of Nanofluids Comprises of Titania Nanotubes and Ethylene Glycol/Water: Process Modeling and Optimization Using Response Surface Methodology,,False
http://hdl.handle.net/10754/690141,KAUST,Harnessing the strigolactone biosynthesis mutant lgs1 to combat food insecurity in Africa,,False
http://hdl.handle.net/10754/690139,KAUST,"Brazilian Energy Sector Secret: The Higher the Reservoir Level, the Higher the River Flow",,False
http://hdl.handle.net/10754/690133,KAUST,Integration of Apocarotenoid Profile and Expression Pattern of Carotenoid Cleavage Dioxygenases during Mycorrhization in Rice,,False
http://hdl.handle.net/10754/690123,KAUST,"Solution-Diffusion-Electromigration Approximation Model (Sde-A) for Strongly Charged, Weakly Charged and Effectively Uncharged Reverse Osmosis Membranes",,False
http://hdl.handle.net/10754/686477,KAUST,Pushing the Efficiency Limit Using Structured Sparse Convolutions,neural network; neural networks,True
http://hdl.handle.net/10754/689900,KAUST,A simple integral representation of the Fibonacci numbers,,False
http://hdl.handle.net/10754/689861,KAUST,A Textural Perspective on the Magmatic System and Eruptive Behaviour of Merapi Volcano,,False
http://hdl.handle.net/10754/689852,KAUST,Advisory System for Drilling Optimization Using Artificial Intelligence and In-Cutter Sensing Data,artificial intelligence; machine learning; neural network; big data,True
http://hdl.handle.net/10754/689851,KAUST,Convergence Rates of Average-Reward Multi-agent Reinforcement Learning via Randomized Linear Programming,,False
http://hdl.handle.net/10754/676886,KAUST,Accelerating Extremum Seeking Convergence by Richardson Extrapolation Methods,,False
http://hdl.handle.net/10754/689151,KAUST,Turning tissues into conducting matter.,,False
http://hdl.handle.net/10754/686868,KAUST,EZInterviewer: To Improve Job Interview Performance with Mock Interview Generator,,False
http://hdl.handle.net/10754/665113,KAUST,LC-NAS: Latency Constrained Neural Architecture Search for Point Cloud Networks,deep learning; robot,True
http://hdl.handle.net/10754/689470,KAUST,Reshaping Geostatistical Modeling and Prediction for Extreme-Scale Environmental Applications,,False
http://hdl.handle.net/10754/688142,KAUST,Heteroatom-containing degradable polymers by ring-opening metathesis polymerization,,False
http://hdl.handle.net/10754/687814,KAUST,Sensitivity of African Easterly Waves to Dust Forcing,,False
http://hdl.handle.net/10754/687667,KAUST,"Rock mechanical properties of immature, organic-rich source rocks and their relationships to rock composition and lithofacies",,False
http://hdl.handle.net/10754/687453,KAUST,Riemannian Geometry for Scientific Visualization,,False
http://hdl.handle.net/10754/678394,KAUST,Metabolic biomarkers in cancer,,False
http://hdl.handle.net/10754/687393,KAUST,"Local beamforming and back-projection of induced earthquakes in Helsinki, southern Finland",,False
http://hdl.handle.net/10754/687388,KAUST,AdvCat: Domain-Agnostic Robustness Assessment for Cybersecurity-Critical Applications with Categorical Inputs,machine learning; cybersecurity; intrusion detection,True
http://hdl.handle.net/10754/687387,KAUST,QuoGNN: Quotient Graph Neural Network for Urban Flow Forecasting,neural network,True
http://hdl.handle.net/10754/687383,KAUST,Reservoir Modeling and Optimization Based on Deep Learning with Application to Enhanced Geothermal Systems,deep learning; neural network,True
http://hdl.handle.net/10754/687363,KAUST,Feasibility Analysis of Hydrogen Storage in Depleted Natural Reservoirs Through a Multi-Phase Reservoir Simulator,,False
http://hdl.handle.net/10754/687138,KAUST,Performance of RIS-empowered NOMA-based D2D Communication under Nakagami-m Fading,,False
http://hdl.handle.net/10754/687166,KAUST,From ground motion simulations to landslide occurrence prediction,,False
http://hdl.handle.net/10754/681692,KAUST,Localization Coverage Analysis of THz Communication Systems with a 3D Array,,False
http://hdl.handle.net/10754/682327,KAUST,Joint Communication and Computation in Hybrid Cloud/Mobile Edge Computing Networks,edge computing,True
http://hdl.handle.net/10754/687124,KAUST,Growth modification via indium surfactant for InGaN/GaN green LED,,False
http://hdl.handle.net/10754/676838,KAUST,The potential method for price-formation models,machine learning; neural network,True
http://hdl.handle.net/10754/686906,KAUST,Perfect vortex beam generation with high numerical aperture in broadband UV-visible regime,,False
http://hdl.handle.net/10754/686905,KAUST,Highly efficient broadband anisotropic metasurface for cross polarization conversion operating in the terahertz band,,False
http://hdl.handle.net/10754/686904,KAUST,Uniform chirality enhanced optical responses via broadband achiral metasurfaces for bio-sensing applications,,False
http://hdl.handle.net/10754/686903,KAUST,All-dielectric trifunctional metadevices to efficiently structure ultraviolet light,,False
http://hdl.handle.net/10754/686902,KAUST,Deep-learning enabled modeling tool Meta-Magus for metadevice optimization and design,deep learning; neural network,True
http://hdl.handle.net/10754/686901,KAUST,Reconfigurable meta-devices platform based on stimuli-responsive materials,,False
http://hdl.handle.net/10754/686900,KAUST,Chromium-nanostructured metabsorber for tunable color filtering,,False
http://hdl.handle.net/10754/676871,KAUST,Kalman Filter Design for Intermittent Optical Wireless Communication Systems on Time Scales,,False
http://hdl.handle.net/10754/691072,KAUST,Effect of Methyl Orange on the Hydrogen Wettability of Sandstone Formation for Enhancing the Potential of Underground Hydrogen Storage,,False
http://hdl.handle.net/10754/691068,KAUST,DFT Study of the NO Reduction Mechanism on Ag/γ-Al2O3 Catalysts,,False
http://hdl.handle.net/10754/691063,KAUST,From electronic structure to model application of key reactions for gasoline/alcohol combustion: Hydrogen-atom abstractions by CH3Ȯ radical,,False
http://hdl.handle.net/10754/691053,KAUST,CdS/CdSe/CdS Spherical Quantum Wells with Near-Unity Biexciton Quantum Yield for Light-Emitting-Device Applications,,False
http://hdl.handle.net/10754/691042,KAUST,"Numerical Simulation of the High-Boosting Influence on Mixing, Combustion and Emissions of High-Power-Density Engine",,False
http://hdl.handle.net/10754/690971,KAUST,Toll-Like Receptor 3 Mediates Aortic Stenosis Through a Conserved Mechanism of Calcification.,,False
